subject,item,condition,prof,RT
subject32,item36,word,91.82947376,418.3806845
subject32,item37,nonword,91.82947376,596.4366536
subject32,item38,word,91.82947376,350.9771329
subject32,item39,nonword,91.82947376,335.057756
subject32,item40,word,91.82947376,663.7388089
subject33,item01,word,90.14801036,376.5845792
subject33,item02,nonword,90.14801036,842.4766933
subject33,item03,word,90.14801036,414.5512198
subject33,item04,nonword,90.14801036,382.023986
subject33,item05,word,90.14801036,511.575288
subject33,item06,nonword,90.14801036,763.5249306
subject33,item07,word,90.14801036,533.0388572
subject33,item08,nonword,90.14801036,478.928128
subject33,item09,word,90.14801036,308.9389347
subject33,item10,nonword,90.14801036,494.0735098
subject33,item11,word,90.14801036,658.8562385
subject33,item12,nonword,90.14801036,419.5946935
subject33,item13,word,90.14801036,298.7277258
subject33,item14,nonword,90.14801036,270.7999509
subject33,item15,word,90.14801036,450.6045115
subject33,item16,nonword,90.14801036,377.0332061
subject33,item17,word,90.14801036,439.1908379
subject33,item18,nonword,90.14801036,295.1307022
subject33,item19,word,90.14801036,616.2568753
subject33,item20,nonword,90.14801036,300.2782283
subject33,item21,word,90.14801036,698.9225052
subject33,item22,nonword,90.14801036,874.2298771
subject33,item23,word,90.14801036,430.591329
subject33,item24,nonword,90.14801036,239.7196405
subject33,item25,word,90.14801036,465.6549388
subject33,item26,nonword,90.14801036,201.3928538
subject33,item27,word,90.14801036,628.0096957
subject33,item28,nonword,90.14801036,249.4115184
subject33,item29,word,90.14801036,427.7286251
subject33,item30,nonword,90.14801036,325.0888088
subject33,item31,word,90.14801036,427.4354685
subject33,item32,nonword,90.14801036,457.9557808
subject33,item33,word,90.14801036,404.5023252
subject33,item34,nonword,90.14801036,430.7234265
subject33,item35,word,90.14801036,758.6248125
subject33,item36,nonword,90.14801036,287.625319
subject33,item37,word,90.14801036,496.3600855
subject33,item38,nonword,90.14801036,129.8943109
subject33,item39,word,90.14801036,289.149528
subject33,item40,nonword,90.14801036,447.486688
subject34,item01,nonword,90.14801036,220.9672127
subject34,item02,word,90.14801036,397.2510178
subject34,item03,nonword,90.14801036,443.9874691
subject34,item04,word,90.14801036,343.3653888
subject34,item05,nonword,90.14801036,323.8545117
subject34,item06,word,90.14801036,286.7773271
subject34,item07,nonword,90.14801036,509.7583231
subject34,item08,word,90.14801036,322.8751684
subject34,item09,nonword,90.14801036,224.426796
subject34,item10,word,90.14801036,544.2885824
subject34,item11,nonword,90.14801036,419.6047649
subject34,item12,word,90.14801036,95.18693609
subject34,item13,nonword,90.14801036,313.501795
subject34,item14,word,90.14801036,246.7708506
subject34,item15,nonword,90.14801036,674.0255612
subject34,item16,word,90.14801036,309.2721896
subject34,item17,nonword,90.14801036,370.2036661
subject34,item18,word,90.14801036,326.2119599
subject34,item19,nonword,90.14801036,329.7546821
subject34,item20,word,90.14801036,380.0076744
subject34,item21,nonword,90.14801036,674.3711743
subject34,item22,word,90.14801036,451.5399498
subject34,item23,nonword,90.14801036,886.9696816
subject34,item24,word,90.14801036,184.2367033
subject34,item25,nonword,90.14801036,402.2290105
subject34,item26,word,90.14801036,197.8449356
subject34,item27,nonword,90.14801036,464.394965
subject34,item28,word,90.14801036,421.8309197
subject34,item29,nonword,90.14801036,496.7928781
subject34,item30,word,90.14801036,345.1697573
subject34,item31,nonword,90.14801036,478.0087248
subject34,item32,word,90.14801036,362.0987902
subject34,item33,nonword,90.14801036,423.002648
subject34,item34,word,90.14801036,208.3385329
subject34,item35,nonword,90.14801036,377.5138909
subject34,item36,word,90.14801036,345.9158116
subject34,item37,nonword,90.14801036,269.833425
subject34,item38,word,90.14801036,402.5014229
subject34,item39,nonword,90.14801036,311.9344752
subject34,item40,word,90.14801036,330.5424132
subject35,item01,word,86.97284366,189.3189424
subject35,item02,nonword,86.97284366,371.6244195
subject35,item03,word,86.97284366,492.2656187
subject35,item04,nonword,86.97284366,318.8062358
subject35,item05,word,86.97284366,252.8001818
subject35,item06,nonword,86.97284366,293.3961021
subject35,item07,word,86.97284366,215.2928649
subject35,item08,nonword,86.97284366,351.6982001
subject35,item09,word,86.97284366,251.0683642
subject35,item10,nonword,86.97284366,192.8040083
subject35,item11,word,86.97284366,476.6111891
subject35,item12,nonword,86.97284366,173.0549368
subject35,item13,word,86.97284366,279.3269007
subject35,item14,nonword,86.97284366,406.9480564
subject35,item15,word,86.97284366,282.9706423
subject35,item16,nonword,86.97284366,201.3817944
subject35,item17,word,86.97284366,246.1410684
subject35,item18,nonword,86.97284366,313.0543125
subject35,item19,word,86.97284366,388.9719696
subject35,item20,nonword,86.97284366,339.8208641
subject35,item21,word,86.97284366,286.8372685
subject35,item22,nonword,86.97284366,394.0513089
subject35,item23,word,86.97284366,293.6641553
subject35,item24,nonword,86.97284366,207.3498688
subject35,item25,word,86.97284366,459.5407979
subject35,item26,nonword,86.97284366,142.8711882
subject35,item27,word,86.97284366,357.8292561
subject35,item28,nonword,86.97284366,172.7515556
subject35,item29,word,86.97284366,221.2738203
subject35,item30,nonword,86.97284366,198.5447223
subject35,item31,word,86.97284366,286.1950852
subject35,item32,nonword,86.97284366,586.0894264
subject35,item33,word,86.97284366,246.5906073
subject35,item34,nonword,86.97284366,239.533
subject35,item35,word,86.97284366,267.8896667
subject35,item36,nonword,86.97284366,406.6003358
subject35,item37,word,86.97284366,265.0939944
subject35,item38,nonword,86.97284366,380.7330433
subject35,item39,word,86.97284366,299.6899466
subject35,item40,nonword,86.97284366,391.1473615
subject36,item01,nonword,86.97284366,474.3120254
subject36,item02,word,86.97284366,706.3346763
subject36,item03,nonword,86.97284366,585.9625962
subject36,item04,word,86.97284366,241.7906409
subject36,item05,nonword,86.97284366,447.1085531
subject36,item06,word,86.97284366,348.8623292
subject36,item07,nonword,86.97284366,455.1868387
subject36,item08,word,86.97284366,496.4119144
subject36,item09,nonword,86.97284366,359.3160227
subject36,item10,word,86.97284366,776.7365153
subject36,item11,nonword,86.97284366,864.2585683
subject36,item12,word,86.97284366,352.6273398
subject36,item13,nonword,86.97284366,449.5903565
subject36,item14,word,86.97284366,368.186595
subject36,item15,nonword,86.97284366,537.5968043
subject36,item16,word,86.97284366,458.574803
subject36,item17,nonword,86.97284366,307.5086183
subject36,item18,word,86.97284366,398.7491549
subject36,item19,nonword,86.97284366,631.1171571
subject36,item20,word,86.97284366,553.4028368
subject36,item21,nonword,86.97284366,659.8349357
subject36,item22,word,86.97284366,667.1744667
subject36,item23,nonword,86.97284366,329.353879
subject36,item24,word,86.97284366,167.8111876
subject36,item25,nonword,86.97284366,772.9822679
subject36,item26,word,86.97284366,227.1518403
subject36,item27,nonword,86.97284366,1032.302139
subject36,item28,word,86.97284366,599.0663462
subject36,item29,nonword,86.97284366,586.787936
subject36,item30,word,86.97284366,412.7454457
subject36,item31,nonword,86.97284366,408.9121421
subject36,item32,word,86.97284366,475.5605909
subject36,item33,nonword,86.97284366,644.6957946
subject36,item34,word,86.97284366,581.8637801
subject36,item35,nonword,86.97284366,504.5290068
subject36,item36,word,86.97284366,461.8275156
subject36,item37,nonword,86.97284366,469.1126572
subject36,item38,word,86.97284366,564.2525579
subject36,item39,nonword,86.97284366,481.5894197
subject36,item40,word,86.97284366,563.469811
subject37,item01,word,81.88067629,795.7943288
subject37,item02,nonword,81.88067629,1295.662189
subject37,item03,word,81.88067629,633.558663
subject37,item04,nonword,81.88067629,768.5061861
subject37,item05,word,81.88067629,501.7255365
subject37,item06,nonword,81.88067629,1129.851145
subject37,item07,word,81.88067629,742.7460878
subject37,item08,nonword,81.88067629,635.5431011
subject37,item09,word,81.88067629,369.0347343
subject37,item10,nonword,81.88067629,879.0867781
subject37,item11,word,81.88067629,799.3641061
subject37,item12,nonword,81.88067629,700.0734747
subject37,item13,word,81.88067629,378.1564482
subject37,item14,nonword,81.88067629,1022.632833
subject37,item15,word,81.88067629,677.4352383
subject37,item16,nonword,81.88067629,824.0850566
subject37,item17,word,81.88067629,714.1547363
subject37,item18,nonword,81.88067629,688.3681209
subject37,item19,word,81.88067629,735.9289111
subject37,item20,nonword,81.88067629,600.672652
subject37,item21,word,81.88067629,526.224655
subject37,item22,nonword,81.88067629,1142.703643
subject37,item23,word,81.88067629,502.1578802
subject37,item24,nonword,81.88067629,381.4479359
subject37,item25,word,81.88067629,545.280121
subject37,item26,nonword,81.88067629,451.3129598
subject37,item27,word,81.88067629,665.9575888
subject37,item28,nonword,81.88067629,438.3996192
subject37,item29,word,81.88067629,615.5333106
subject37,item30,nonword,81.88067629,780.6211795
subject37,item31,word,81.88067629,413.5787379
subject37,item32,nonword,81.88067629,1060.689817
subject37,item33,word,81.88067629,834.3237604
subject37,item34,nonword,81.88067629,785.7013063
subject37,item35,word,81.88067629,366.2954823
subject37,item36,nonword,81.88067629,1011.262481
subject37,item37,word,81.88067629,578.2911294
subject37,item38,nonword,81.88067629,835.1797707
subject37,item39,word,81.88067629,895.9154837
subject37,item40,nonword,81.88067629,1439.298344
subject38,item01,nonword,81.88067629,253.5032651
subject38,item02,word,81.88067629,867.0503681
subject38,item03,nonword,81.88067629,396.1084429
subject38,item04,word,81.88067629,266.7679596
subject38,item05,nonword,81.88067629,590.4081013
subject38,item06,word,81.88067629,261.5344987
subject38,item07,nonword,81.88067629,663.6419374
subject38,item08,word,81.88067629,549.7842374
subject38,item09,nonword,81.88067629,145.2409651
subject38,item10,word,81.88067629,528.3049288
subject38,item11,nonword,81.88067629,881.8264981
subject38,item12,word,81.88067629,335.5154876
subject38,item13,nonword,81.88067629,675.5152619
subject38,item14,word,81.88067629,628.6562449
subject38,item15,nonword,81.88067629,421.5314527
subject38,item16,word,81.88067629,460.4389485
subject38,item17,nonword,81.88067629,401.9002845
subject38,item18,word,81.88067629,513.6395575
subject38,item19,nonword,81.88067629,296.0832059
subject38,item20,word,81.88067629,528.3971577
subject38,item21,nonword,81.88067629,427.7264949
subject38,item22,word,81.88067629,693.5457658
subject38,item23,nonword,81.88067629,633.9440393
subject38,item24,word,81.88067629,150.7122523
subject38,item25,nonword,81.88067629,478.2959968
subject38,item26,word,81.88067629,309.4313105
subject38,item27,nonword,81.88067629,439.7186396
subject38,item28,word,81.88067629,325.3065333
subject38,item29,nonword,81.88067629,276.8716886
subject38,item30,word,81.88067629,304.0691657
subject38,item31,nonword,81.88067629,653.1077072
subject38,item32,word,81.88067629,261.5586438
subject38,item33,nonword,81.88067629,572.3987788
subject38,item34,word,81.88067629,301.2135125
subject38,item35,nonword,81.88067629,395.754642
subject38,item36,word,81.88067629,365.5311898
subject38,item37,nonword,81.88067629,352.8876061
subject38,item38,word,81.88067629,854.8499907
subject38,item39,nonword,81.88067629,308.7449566
subject38,item40,word,81.88067629,402.6471171
subject39,item01,word,86.94966835,377.9620697
subject39,item02,nonword,86.94966835,804.0239811
subject39,item03,word,86.94966835,675.584951
subject39,item04,nonword,86.94966835,950.2069793
subject39,item05,word,86.94966835,468.8324324
subject39,item06,nonword,86.94966835,1470.248908
subject39,item07,word,86.94966835,488.7499565
subject39,item08,nonword,86.94966835,381.90262
subject39,item09,word,86.94966835,422.3127672
subject39,item10,nonword,86.94966835,617.8881693
subject39,item11,word,86.94966835,655.04538
subject39,item12,nonword,86.94966835,448.768941
subject39,item13,word,86.94966835,345.7286069
subject39,item14,nonword,86.94966835,363.63341
subject39,item15,word,86.94966835,275.2099916
subject39,item16,nonword,86.94966835,396.6306287
subject39,item17,word,86.94966835,545.5685936
subject39,item18,nonword,86.94966835,547.9818209
subject39,item19,word,86.94966835,519.0681432
subject39,item20,nonword,86.94966835,483.2612897
subject39,item21,word,86.94966835,508.1901243
subject39,item22,nonword,86.94966835,931.5017097
subject39,item23,word,86.94966835,400.2322508
subject39,item24,nonword,86.94966835,259.8339748
subject39,item25,word,86.94966835,678.1211414
subject39,item26,nonword,86.94966835,439.0875978
subject39,item27,word,86.94966835,330.565391
subject39,item28,nonword,86.94966835,301.4638566
subject39,item29,word,86.94966835,450.4044809
subject39,item30,nonword,86.94966835,572.0316004
subject39,item31,word,86.94966835,650.4823489
subject39,item32,nonword,86.94966835,656.7068387
subject39,item33,word,86.94966835,312.7653067
subject39,item34,nonword,86.94966835,627.4680289
subject39,item35,word,86.94966835,533.0330013
subject39,item36,nonword,86.94966835,472.9175834
subject39,item37,word,86.94966835,1228.168392
subject39,item38,nonword,86.94966835,456.8639614
subject39,item39,word,86.94966835,448.0615386
subject39,item40,nonword,86.94966835,655.298821
subject40,item01,nonword,86.94966835,279.2862717
subject40,item02,word,86.94966835,439.7604508
subject40,item03,nonword,86.94966835,472.9712603
subject40,item04,word,86.94966835,213.7174423
subject40,item05,nonword,86.94966835,201.350322
subject40,item06,word,86.94966835,196.3996856
subject40,item07,nonword,86.94966835,502.4092508
subject40,item08,word,86.94966835,202.9034264
subject40,item09,nonword,86.94966835,161.5632958
subject40,item10,word,86.94966835,311.0586075
subject40,item11,nonword,86.94966835,367.9392576
subject40,item12,word,86.94966835,234.9107865
subject40,item13,nonword,86.94966835,288.1583785
subject40,item14,word,86.94966835,221.6480891
subject40,item15,nonword,86.94966835,316.4552609
subject40,item16,word,86.94966835,157.3738388
subject40,item17,nonword,86.94966835,283.6900341
subject40,item18,word,86.94966835,261.0995662
subject40,item19,nonword,86.94966835,317.7103029
subject40,item20,word,86.94966835,217.2071242
subject40,item21,nonword,86.94966835,304.8068614
subject40,item22,word,86.94966835,451.8538212
subject40,item23,nonword,86.94966835,309.9297077
subject40,item24,word,86.94966835,98.62544566
subject40,item25,nonword,86.94966835,254.0092765
subject40,item26,word,86.94966835,181.075999
subject40,item27,nonword,86.94966835,195.7371088
subject40,item28,word,86.94966835,288.0177974
subject40,item29,nonword,86.94966835,216.4777329
subject40,item30,word,86.94966835,279.1960802
subject40,item31,nonword,86.94966835,574.7156305
subject40,item32,word,86.94966835,206.6355979
subject40,item33,nonword,86.94966835,240.9333002
subject40,item34,word,86.94966835,297.1897537
subject40,item35,nonword,86.94966835,282.1582042
subject40,item36,word,86.94966835,345.33406
subject40,item37,nonword,86.94966835,599.7420233
subject40,item38,word,86.94966835,337.9686729
subject40,item39,nonword,86.94966835,200.7435601
subject40,item40,word,86.94966835,140.663001
subject41,item01,word,93.77851105,250.0827623
subject41,item02,nonword,93.77851105,389.4967294
subject41,item03,word,93.77851105,397.134478
subject41,item04,nonword,93.77851105,523.0238351
subject41,item05,word,93.77851105,385.7988743
subject41,item06,nonword,93.77851105,778.753454
subject41,item07,word,93.77851105,442.3601282
subject41,item08,nonword,93.77851105,356.7563489
subject41,item09,word,93.77851105,137.8200247
subject41,item10,nonword,93.77851105,513.1460493
subject41,item11,word,93.77851105,1331.438333
subject41,item12,nonword,93.77851105,403.877429
subject41,item13,word,93.77851105,640.1673781
subject41,item14,nonword,93.77851105,374.3546872
subject41,item15,word,93.77851105,392.7693568
subject41,item16,nonword,93.77851105,668.8947068
subject41,item17,word,93.77851105,273.3004557
subject41,item18,nonword,93.77851105,526.620422
subject41,item19,word,93.77851105,253.0316339
subject41,item20,nonword,93.77851105,207.7483716
subject41,item21,word,93.77851105,303.1609976
subject41,item22,nonword,93.77851105,588.3918846
subject41,item23,word,93.77851105,267.4926753
subject41,item24,nonword,93.77851105,242.4560379
subject41,item25,word,93.77851105,601.0315009
subject41,item26,nonword,93.77851105,160.8497849
subject41,item27,word,93.77851105,343.2880735
subject41,item28,nonword,93.77851105,406.5344548
subject41,item29,word,93.77851105,320.602069
subject41,item30,nonword,93.77851105,314.3317554
subject41,item31,word,93.77851105,504.3030234
subject41,item32,nonword,93.77851105,607.0888087
subject41,item33,word,93.77851105,213.776016
subject41,item34,nonword,93.77851105,524.8454679
subject41,item35,word,93.77851105,374.2259256
subject41,item36,nonword,93.77851105,323.2926614
subject41,item37,word,93.77851105,566.8829992
subject41,item38,nonword,93.77851105,408.9152946
subject41,item39,word,93.77851105,361.6946136
subject41,item40,nonword,93.77851105,816.1147772
subject42,item01,nonword,93.77851105,471.3834239
subject42,item02,word,93.77851105,651.5593322
subject42,item03,nonword,93.77851105,431.8814584
subject42,item04,word,93.77851105,305.1621478
subject42,item05,nonword,93.77851105,495.1636508
subject42,item06,word,93.77851105,403.2075866
subject42,item07,nonword,93.77851105,466.0760234
subject42,item08,word,93.77851105,212.6004633
subject42,item09,nonword,93.77851105,332.9312264
subject42,item10,word,93.77851105,516.7093206
subject42,item11,nonword,93.77851105,590.7336998
subject42,item12,word,93.77851105,258.8555311
subject42,item13,nonword,93.77851105,430.7504943
subject42,item14,word,93.77851105,180.2427813
subject42,item15,nonword,93.77851105,625.4545349
subject42,item16,word,93.77851105,354.0338025
subject42,item17,nonword,93.77851105,637.2972749
subject42,item18,word,93.77851105,537.5965357
subject42,item19,nonword,93.77851105,450.589294
subject42,item20,word,93.77851105,222.4877028
subject42,item21,nonword,93.77851105,575.6230212
subject42,item22,word,93.77851105,401.4604146
subject42,item23,nonword,93.77851105,500.5040661
subject42,item24,word,93.77851105,193.9936375
subject42,item25,nonword,93.77851105,484.6021816
subject42,item26,word,93.77851105,187.5348432
subject42,item27,nonword,93.77851105,877.8632939
subject42,item28,word,93.77851105,389.0049167
subject42,item29,nonword,93.77851105,385.201177
subject42,item30,word,93.77851105,191.8542861
subject42,item31,nonword,93.77851105,507.8059126
subject42,item32,word,93.77851105,358.6797595
subject42,item33,nonword,93.77851105,383.4023309
subject42,item34,word,93.77851105,373.1392881
subject42,item35,nonword,93.77851105,475.5928813
subject42,item36,word,93.77851105,424.6510194
subject42,item37,nonword,93.77851105,579.3684315
subject42,item38,word,93.77851105,415.1965981
subject42,item39,nonword,93.77851105,252.7248557
subject42,item40,word,93.77851105,486.7306192
subject43,item01,word,92.22584005,415.969173
subject43,item02,nonword,92.22584005,749.9837109
subject43,item03,word,92.22584005,642.7465288
subject43,item04,nonword,92.22584005,369.5416147
subject43,item05,word,92.22584005,391.9845993
subject43,item06,nonword,92.22584005,444.0499413
subject43,item07,word,92.22584005,323.0840931
subject43,item08,nonword,92.22584005,329.6025871
subject43,item09,word,92.22584005,136.1730359
subject43,item10,nonword,92.22584005,326.7484554
subject43,item11,word,92.22584005,443.3087514
subject43,item12,nonword,92.22584005,380.7948036
subject43,item13,word,92.22584005,344.0661035
subject43,item14,nonword,92.22584005,377.9481999
subject43,item15,word,92.22584005,456.7428071
subject43,item16,nonword,92.22584005,434.6043341
subject43,item17,word,92.22584005,365.3863239
subject43,item18,nonword,92.22584005,1058.967516
subject43,item19,word,92.22584005,415.8609611
subject43,item20,nonword,92.22584005,261.7492044
subject43,item21,word,92.22584005,350.3859554
subject43,item22,nonword,92.22584005,592.1805587
subject43,item23,word,92.22584005,416.6505106
subject43,item24,nonword,92.22584005,292.0490133
subject43,item25,word,92.22584005,436.4159296
subject43,item26,nonword,92.22584005,315.8529626
subject43,item27,word,92.22584005,236.6797137
subject43,item28,nonword,92.22584005,364.0383901
subject43,item29,word,92.22584005,290.7999821
subject43,item30,nonword,92.22584005,455.0115468
subject43,item31,word,92.22584005,398.7768506
subject43,item32,nonword,92.22584005,458.4475326
subject43,item33,word,92.22584005,267.7492065
subject43,item34,nonword,92.22584005,359.5562849
subject43,item35,word,92.22584005,486.0311045
subject43,item36,nonword,92.22584005,618.3498083
subject43,item37,word,92.22584005,390.9651888
subject43,item38,nonword,92.22584005,469.7213226
subject43,item39,word,92.22584005,285.1247955
subject43,item40,nonword,92.22584005,598.8312341
subject44,item01,nonword,92.22584005,354.4675503
subject44,item02,word,92.22584005,575.1388616
subject44,item03,nonword,92.22584005,754.7367916
subject44,item04,word,92.22584005,584.3036007
subject44,item05,nonword,92.22584005,345.9406477
subject44,item06,word,92.22584005,427.3274998
subject44,item07,nonword,92.22584005,635.2205446
subject44,item08,word,92.22584005,300.5222667
subject44,item09,nonword,92.22584005,113.6099839
subject44,item10,word,92.22584005,384.4241809
subject44,item11,nonword,92.22584005,344.2863192
subject44,item12,word,92.22584005,371.8021169
subject44,item13,nonword,92.22584005,354.5665445
subject44,item14,word,92.22584005,351.3529077
subject44,item15,nonword,92.22584005,313.004553
subject44,item16,word,92.22584005,389.4896161
subject44,item17,nonword,92.22584005,406.1145853
subject44,item18,word,92.22584005,535.4198437
subject44,item19,nonword,92.22584005,319.7856089
subject44,item20,word,92.22584005,360.3878228
subject44,item21,nonword,92.22584005,424.3750504
subject44,item22,word,92.22584005,520.2785312
subject44,item23,nonword,92.22584005,335.0693028
subject44,item24,word,92.22584005,176.5977658
subject44,item25,nonword,92.22584005,400.3162205
subject44,item26,word,92.22584005,177.7425831
subject44,item27,nonword,92.22584005,327.5697741
subject44,item28,word,92.22584005,338.8199069
subject44,item29,nonword,92.22584005,337.3833403
subject44,item30,word,92.22584005,597.7539023
subject44,item31,nonword,92.22584005,308.8941883
subject44,item32,word,92.22584005,348.3206162
subject44,item33,nonword,92.22584005,196.8440462
subject44,item34,word,92.22584005,522.3492567
subject44,item35,nonword,92.22584005,414.380776
subject44,item36,word,92.22584005,398.66252
subject44,item37,nonword,92.22584005,255.2003945
subject44,item38,word,92.22584005,587.192966
subject44,item39,nonword,92.22584005,242.6455806
subject44,item40,word,92.22584005,377.603963
subject45,item01,word,91.69231106,232.7720944
subject45,item02,nonword,91.69231106,948.9328014
subject45,item03,word,91.69231106,394.3031979
subject45,item04,nonword,91.69231106,348.9605646
subject45,item05,word,91.69231106,479.5618451
subject45,item06,nonword,91.69231106,523.5104528
subject45,item07,word,91.69231106,490.7533686
subject45,item08,nonword,91.69231106,509.4863429
subject45,item09,word,91.69231106,151.2803166
subject45,item10,nonword,91.69231106,454.4255263
subject45,item11,word,91.69231106,553.9088186
subject45,item12,nonword,91.69231106,282.5982196
subject45,item13,word,91.69231106,412.0644376
subject45,item14,nonword,91.69231106,502.2586743
subject45,item15,word,91.69231106,512.6364821
subject45,item16,nonword,91.69231106,450.5760243
subject45,item17,word,91.69231106,347.7220543
subject45,item18,nonword,91.69231106,379.2458189
subject45,item19,word,91.69231106,603.5299846
subject45,item20,nonword,91.69231106,412.8798925
subject45,item21,word,91.69231106,664.7397275
subject45,item22,nonword,91.69231106,580.3070714
subject45,item23,word,91.69231106,457.8595353
subject45,item24,nonword,91.69231106,236.7230004
subject45,item25,word,91.69231106,566.196134
subject45,item26,nonword,91.69231106,253.8684564
subject45,item27,word,91.69231106,365.04734
subject45,item28,nonword,91.69231106,297.9457369
subject45,item29,word,91.69231106,311.1293168
subject45,item30,nonword,91.69231106,442.0422615
subject45,item31,word,91.69231106,462.9207337
subject45,item32,nonword,91.69231106,387.0823647
subject45,item33,word,91.69231106,273.2746958
subject45,item34,nonword,91.69231106,468.2872756
subject45,item35,word,91.69231106,745.3866017
subject45,item36,nonword,91.69231106,497.6883236
subject45,item37,word,91.69231106,660.7538088
subject45,item38,nonword,91.69231106,462.0704339
subject45,item39,word,91.69231106,257.9768151
subject45,item40,nonword,91.69231106,517.4803457
subject46,item01,nonword,91.69231106,438.3001562
subject46,item02,word,91.69231106,789.8314047
subject46,item03,nonword,91.69231106,576.7727469
subject46,item04,word,91.69231106,491.103353
subject46,item05,nonword,91.69231106,802.8678901
subject46,item06,word,91.69231106,512.1372563
subject46,item07,nonword,91.69231106,515.6208189
subject46,item08,word,91.69231106,297.4445436
subject46,item09,nonword,91.69231106,452.0899628
subject46,item10,word,91.69231106,427.9965828
subject46,item11,nonword,91.69231106,1341.347086
subject46,item12,word,91.69231106,268.570349
subject46,item13,nonword,91.69231106,796.0628508
subject46,item14,word,91.69231106,280.6090951
subject46,item15,nonword,91.69231106,382.8619877
subject46,item16,word,91.69231106,688.3626447
subject46,item17,nonword,91.69231106,497.3236701
subject46,item18,word,91.69231106,284.111157
subject46,item19,nonword,91.69231106,390.1053981
subject46,item20,word,91.69231106,346.0913508
subject46,item21,nonword,91.69231106,648.0817147
subject46,item22,word,91.69231106,511.9063743
subject46,item23,nonword,91.69231106,776.8675826
subject46,item24,word,91.69231106,164.7636226
subject46,item25,nonword,91.69231106,842.0459224
subject46,item26,word,91.69231106,247.7032588
subject46,item27,nonword,91.69231106,635.0682672
subject46,item28,word,91.69231106,375.6243193
subject46,item29,nonword,91.69231106,567.0963052
subject46,item30,word,91.69231106,240.9064747
subject46,item31,nonword,91.69231106,601.8404816
subject46,item32,word,91.69231106,306.9156958
subject46,item33,nonword,91.69231106,282.1908497
subject46,item34,word,91.69231106,303.3645935
subject46,item35,nonword,91.69231106,431.6236631
subject46,item36,word,91.69231106,447.1341222
subject46,item37,nonword,91.69231106,461.899539
subject46,item38,word,91.69231106,506.107073
subject46,item39,nonword,91.69231106,285.0651422
subject46,item40,word,91.69231106,374.5701292
subject47,item01,word,91.55866773,473.3873546
subject47,item02,nonword,91.55866773,1123.292458
subject47,item03,word,91.55866773,844.0882593
subject47,item04,nonword,91.55866773,796.7357388
subject47,item05,word,91.55866773,521.9433737
subject47,item06,nonword,91.55866773,616.0838338
subject47,item07,word,91.55866773,667.7477333
subject47,item08,nonword,91.55866773,479.3850855
subject47,item09,word,91.55866773,397.3100746
subject47,item10,nonword,91.55866773,385.1812036
subject47,item11,word,91.55866773,802.4039974
subject47,item12,nonword,91.55866773,717.927294
subject47,item13,word,91.55866773,433.1752099
subject47,item14,nonword,91.55866773,450.3666025
subject47,item15,word,91.55866773,410.0673556
subject47,item16,nonword,91.55866773,509.2357645
subject47,item17,word,91.55866773,408.598626
subject47,item18,nonword,91.55866773,668.325605
subject47,item19,word,91.55866773,503.8821908
subject47,item20,nonword,91.55866773,486.8218497
subject47,item21,word,91.55866773,428.8185883
subject47,item22,nonword,91.55866773,644.6695151
subject47,item23,word,91.55866773,562.7426116
subject47,item24,nonword,91.55866773,325.5149874
subject47,item25,word,91.55866773,759.1893545
subject47,item26,nonword,91.55866773,595.4131142
subject47,item27,word,91.55866773,373.7238712
subject47,item28,nonword,91.55866773,453.3911208
subject47,item29,word,91.55866773,300.1020412
subject47,item30,nonword,91.55866773,251.3938493
subject47,item31,word,91.55866773,412.8865551
subject47,item32,nonword,91.55866773,716.7259101
subject47,item33,word,91.55866773,340.5181325
subject47,item34,nonword,91.55866773,700.1301608
subject47,item35,word,91.55866773,531.6610594
subject47,item36,nonword,91.55866773,613.0629612
subject47,item37,word,91.55866773,585.7268223
subject47,item38,nonword,91.55866773,647.440927
subject47,item39,word,91.55866773,422.8555724
subject47,item40,nonword,91.55866773,703.2802025
subject48,item01,nonword,91.55866773,528.5184106
subject48,item02,word,91.55866773,478.9892922
subject48,item03,nonword,91.55866773,960.4037838
subject48,item04,word,91.55866773,500.7801908
subject48,item05,nonword,91.55866773,581.5017504
subject48,item06,word,91.55866773,613.0133163
subject48,item07,nonword,91.55866773,496.6718776
subject48,item08,word,91.55866773,179.2208881
subject48,item09,nonword,91.55866773,264.3655166
subject48,item10,word,91.55866773,403.6534654
subject48,item11,nonword,91.55866773,815.8376489
subject48,item12,word,91.55866773,156.86579
subject48,item13,nonword,91.55866773,717.1285706
subject48,item14,word,91.55866773,255.724208
subject48,item15,nonword,91.55866773,351.9123891
subject48,item16,word,91.55866773,304.1651694
subject48,item17,nonword,91.55866773,342.5763071
subject48,item18,word,91.55866773,524.8732639
subject48,item19,nonword,91.55866773,549.6316447
subject48,item20,word,91.55866773,372.8042193
subject48,item21,nonword,91.55866773,1172.684125
subject48,item22,word,91.55866773,619.3275091
subject48,item23,nonword,91.55866773,762.6493553
subject48,item24,word,91.55866773,210.9919063
subject48,item25,nonword,91.55866773,706.8944969
subject48,item26,word,91.55866773,307.7780339
subject48,item27,nonword,91.55866773,488.9438349
subject48,item28,word,91.55866773,360.125351
subject48,item29,nonword,91.55866773,607.4580795
subject48,item30,word,91.55866773,879.4303776
subject48,item31,nonword,91.55866773,466.0879226
subject48,item32,word,91.55866773,640.6856036
subject48,item33,nonword,91.55866773,264.446749
