"","subject","L1.1","item","attachment","context","RT"
"1618","Particpant376","French","item10","DP2","DP1",284.4194532
"1619","Particpant376","French","item11","DP2","DP2",399.41327548
"1620","Particpant376","French","item12","DP1","DP1",303.6238804
"1621","Particpant376","French","item13","DP1","DP2",311.2260159
"1622","Particpant376","French","item14","DP2","DP1",121.10721354
"1623","Particpant376","French","item15","DP2","DP2",471.7339896
"1624","Particpant376","French","item16","DP1","DP1",186.81553005
"1625","Particpant376","French","item17","DP1","DP2",304.59124404
"1626","Particpant376","French","item18","DP2","DP1",250.65410236
"1627","Particpant376","French","item19","DP2","DP2",426.249232
"1628","Particpant376","French","item20","DP1","DP1",401.3546476
"1629","Particpant376","French","item21","DP1","DP2",294.35797352
"1630","Particpant376","French","item22","DP2","DP1",309.77236112
"1631","Particpant376","French","item23","DP2","DP2",293.27352924
"1632","Particpant376","French","item24","DP1","DP1",183.1009492
"1633","Particpant378","French","item01","DP2","DP1",494.062773
"1634","Particpant378","French","item02","DP2","DP2",393.2008038
"1635","Particpant378","French","item03","DP1","DP1",218.0578857
"1636","Particpant378","French","item04","DP1","DP2",413.3846625
"1637","Particpant378","French","item05","DP2","DP1",539.8921245
"1638","Particpant378","French","item06","DP2","DP2",313.3469715
"1639","Particpant378","French","item07","DP1","DP1",267.92346129
"1640","Particpant378","French","item08","DP1","DP2",366.7388145
"1641","Particpant378","French","item09","DP2","DP1",347.9357184
"1642","Particpant378","French","item10","DP2","DP2",303.828387
"1643","Particpant378","French","item11","DP1","DP1",359.41840088
"1644","Particpant378","French","item12","DP1","DP2",485.204958
"1645","Particpant378","French","item13","DP2","DP1",345.4756287
"1646","Particpant378","French","item14","DP2","DP2",325.3787487
"1647","Particpant378","French","item15","DP1","DP1",312.4567446
"1648","Particpant378","French","item16","DP1","DP2",307.2225969
"1649","Particpant378","French","item17","DP2","DP1",644.6998996
"1650","Particpant378","French","item18","DP2","DP2",295.68181652
"1651","Particpant378","French","item19","DP1","DP1",690.0275932
"1652","Particpant378","French","item20","DP1","DP2",543.7855476
"1653","Particpant378","French","item21","DP2","DP1",381.37381552
"1654","Particpant378","French","item22","DP2","DP2",275.57207588
"1655","Particpant378","French","item23","DP1","DP1",444.8305708
"1656","Particpant378","French","item24","DP1","DP2",419.7810748
"1657","Particpant380","French","item01","DP2","DP2",179.56439442
"1658","Particpant380","French","item02","DP1","DP1",252.8452452
"1659","Particpant380","French","item03","DP1","DP2",246.8275146
"1660","Particpant380","French","item04","DP2","DP1",172.54749081
"1661","Particpant380","French","item05","DP2","DP2",159.60162537
"1662","Particpant380","French","item06","DP1","DP1",329.6289513
"1663","Particpant380","French","item07","DP1","DP2",252.89561208
"1664","Particpant380","French","item08","DP2","DP1",354.4520418
"1665","Particpant380","French","item09","DP2","DP2",276.00626349
"1666","Particpant380","French","item10","DP1","DP1",156.04748424
"1667","Particpant380","French","item11","DP1","DP2",276.05473616
"1668","Particpant380","French","item12","DP2","DP1",353.06054828
"1669","Particpant380","French","item13","DP2","DP2",230.72621271
"1670","Particpant380","French","item14","DP1","DP1",213.07395666
"1671","Particpant380","French","item15","DP1","DP2",267.91859799
"1672","Particpant380","French","item16","DP2","DP1",371.372475
"1673","Particpant380","French","item17","DP2","DP2",237.98842596
"1674","Particpant380","French","item18","DP1","DP1",143.70486708
"1675","Particpant380","French","item19","DP1","DP2",279.36837432
"1676","Particpant380","French","item20","DP2","DP1",217.95249128
"1677","Particpant380","French","item21","DP2","DP2",366.79821588
"1678","Particpant380","French","item22","DP1","DP1",223.01470524
"1679","Particpant380","French","item23","DP1","DP2",202.40302176
"1680","Particpant380","French","item24","DP2","DP1",291.33796796
"1681","Particpant39","French","item01","DP2","DP1",443.4274404
"1682","Particpant39","French","item02","DP2","DP2",195.06026802
"1683","Particpant39","French","item03","DP1","DP1",198.50435016
"1684","Particpant39","French","item04","DP1","DP2",506.4228354
"1685","Particpant39","French","item05","DP2","DP1",582.4967487
"1686","Particpant39","French","item06","DP2","DP2",771.9950088
"1687","Particpant39","French","item07","DP1","DP1",715.9017882
"1688","Particpant39","French","item08","DP1","DP2",293.44874673
"1689","Particpant39","French","item09","DP2","DP1",445.7023605
"1690","Particpant39","French","item10","DP2","DP2",468.1806237
"1691","Particpant39","French","item11","DP1","DP1",491.7045556
"1692","Particpant39","French","item12","DP1","DP2",597.5693904
"1693","Particpant39","French","item13","DP2","DP1",236.2983147
"1694","Particpant39","French","item14","DP2","DP2",322.0499412
"1695","Particpant39","French","item15","DP1","DP1",228.27362628
"1696","Particpant39","French","item16","DP1","DP2",276.62789844
"1697","Particpant39","French","item17","DP2","DP1",936.4728092
"1698","Particpant39","French","item18","DP2","DP2",832.0270248
"1699","Particpant39","French","item19","DP1","DP1",485.7873576
"1700","Particpant39","French","item20","DP1","DP2",381.33867596
"1701","Particpant39","French","item21","DP2","DP1",326.9998006
"1702","Particpant39","French","item22","DP2","DP2",324.79645856
"1703","Particpant39","French","item23","DP1","DP1",366.8303444
"1704","Particpant39","French","item24","DP1","DP2",728.4831396
"1705","Particpant73","French","item01","DP1","DP1",260.39824587
"1706","Particpant73","French","item02","DP1","DP2",303.3071526
"1707","Particpant73","French","item03","DP2","DP1",218.81857185
"1708","Particpant73","French","item04","DP2","DP2",187.88022957
"1709","Particpant73","French","item05","DP1","DP1",97.40077509
"1710","Particpant73","French","item06","DP1","DP2",304.2387561
"1711","Particpant73","French","item07","DP2","DP1",367.5066516
"1712","Particpant73","French","item08","DP2","DP2",166.11133755
"1713","Particpant73","French","item09","DP1","DP1",388.2486456
"1714","Particpant73","French","item10","DP1","DP2",268.10021775
"1715","Particpant73","French","item11","DP2","DP1",258.61615328
"1716","Particpant73","French","item12","DP2","DP2",631.6238932
"1717","Particpant73","French","item13","DP1","DP1",182.38816305
"1718","Particpant73","French","item14","DP1","DP2",319.4024889
"1719","Particpant73","French","item15","DP2","DP1",257.27580195
"1720","Particpant73","French","item16","DP2","DP2",240.00912318
"1721","Particpant73","French","item17","DP1","DP1",285.83373576
"1722","Particpant73","French","item18","DP1","DP2",200.66228224
"1723","Particpant73","French","item19","DP2","DP1",151.51206464
"1724","Particpant73","French","item20","DP2","DP2",354.09169492
"1725","Particpant73","French","item21","DP1","DP1",166.01056284
"1726","Particpant73","French","item22","DP1","DP2",263.13009504
"1727","Particpant73","French","item23","DP2","DP1",283.41312824
"1728","Particpant73","French","item24","DP2","DP2",174.6224676
"1729","Particpant75","French","item01","DP2","DP2",190.13741967
"1730","Particpant75","French","item02","DP1","DP1",294.33977946
"1731","Particpant75","French","item03","DP1","DP2",240.30616218
"1732","Particpant75","French","item04","DP2","DP1",301.6657986
"1733","Particpant75","French","item05","DP2","DP2",337.4849895
"1734","Particpant75","French","item06","DP1","DP1",268.76738625
"1735","Particpant75","French","item07","DP1","DP2",619.2659175
"1736","Particpant75","French","item08","DP2","DP1",191.32719462
"1737","Particpant75","French","item09","DP2","DP2",353.8262478
"1738","Particpant75","French","item10","DP1","DP1",175.06638204
"1739","Particpant75","French","item11","DP1","DP2",286.33595504
"1740","Particpant75","French","item12","DP2","DP1",389.85264716
"1741","Particpant75","French","item13","DP2","DP2",371.5198338
"1742","Particpant75","French","item14","DP1","DP1",278.48862204
"1743","Particpant75","French","item15","DP1","DP2",261.02219709
"1744","Particpant75","French","item16","DP2","DP1",176.33666124
"1745","Particpant75","French","item17","DP2","DP2",523.379988
"1746","Particpant75","French","item18","DP1","DP1",501.4502324
"1747","Particpant75","French","item19","DP1","DP2",465.1207324
"1748","Particpant75","French","item20","DP2","DP1",562.8602236
"1749","Particpant75","French","item21","DP2","DP2",438.311806
"1750","Particpant75","French","item22","DP1","DP1",333.35092936
"1751","Particpant75","French","item23","DP1","DP2",207.212486
"1752","Particpant75","French","item24","DP2","DP1",361.2350352
"1753","Particpant77","French","item01","DP1","DP2",164.91871953
"1754","Particpant77","French","item02","DP2","DP1",404.1065649
"1755","Particpant77","French","item03","DP2","DP2",261.25605489
"1756","Particpant77","French","item04","DP1","DP1",573.1940586
"1757","Particpant77","French","item05","DP1","DP2",234.95483091
"1758","Particpant77","French","item06","DP2","DP1",468.2129601
"1759","Particpant77","French","item07","DP2","DP2",169.9340103
"1760","Particpant77","French","item08","DP1","DP1",430.8517512
"1761","Particpant77","French","item09","DP1","DP2",167.33626296
"1762","Particpant77","French","item10","DP2","DP1",326.1418632
"1763","Particpant77","French","item11","DP2","DP2",387.54006316
"1764","Particpant77","French","item12","DP1","DP1",877.7929448
"1765","Particpant77","French","item13","DP1","DP2",328.0310673
"1766","Particpant77","French","item14","DP2","DP1",314.4817974
"1767","Particpant77","French","item15","DP2","DP2",119.27992839
"1768","Particpant77","French","item16","DP1","DP1",239.42822691
"1769","Particpant77","French","item17","DP1","DP2",298.08924768
"1770","Particpant77","French","item18","DP2","DP1",558.3176424
"1771","Particpant77","French","item19","DP2","DP2",447.509962
"1772","Particpant77","French","item20","DP1","DP1",361.8321026
"1773","Particpant77","French","item21","DP1","DP2",311.54254828
"1774","Particpant77","French","item22","DP2","DP1",382.45088516
"1775","Particpant77","French","item23","DP2","DP2",246.71973568
"1776","Particpant77","French","item24","DP1","DP1",176.03938616
"1777","Particpant78","French","item01","DP1","DP1",228.72890625
"1778","Particpant78","French","item02","DP1","DP2",218.05148649
"1779","Particpant78","French","item03","DP2","DP1",430.6638969
"1780","Particpant78","French","item04","DP2","DP2",547.919823
"1781","Particpant78","French","item05","DP1","DP1",582.0378804
"1782","Particpant78","French","item06","DP1","DP2",238.38558042
"1783","Particpant78","French","item07","DP2","DP1",414.1711149
"1784","Particpant78","French","item08","DP2","DP2",675.2817873
"1785","Particpant78","French","item09","DP1","DP1",179.75348157
"1786","Particpant78","French","item10","DP1","DP2",385.6181712
"1787","Particpant78","French","item11","DP2","DP1",734.9696844
"1788","Particpant78","French","item12","DP2","DP2",351.54340184
"1789","Particpant78","French","item13","DP1","DP1",342.471114
"1790","Particpant78","French","item14","DP1","DP2",187.33105242
"1791","Particpant78","French","item15","DP2","DP1",364.7308314
"1792","Particpant78","French","item16","DP2","DP2",418.6993203
"1793","Particpant78","French","item17","DP1","DP1",811.7522044
"1794","Particpant78","French","item18","DP1","DP2",467.7927412
"1795","Particpant78","French","item19","DP2","DP1",926.0678952
"1796","Particpant78","French","item20","DP2","DP2",260.6436128
"1797","Particpant78","French","item21","DP1","DP1",342.0572384
"1798","Particpant78","French","item22","DP1","DP2",646.3579696
"1799","Particpant78","French","item23","DP2","DP1",175.02697888
"1800","Particpant78","French","item24","DP2","DP2",443.9571344
"1801","Particpant79","French","item01","DP2","DP1",234.53753736
"1802","Particpant79","French","item02","DP2","DP2",354.2242542
"1803","Particpant79","French","item03","DP1","DP1",425.6734125
"1804","Particpant79","French","item04","DP1","DP2",672.057795
"1805","Particpant79","French","item05","DP2","DP1",300.6677016
"1806","Particpant79","French","item06","DP2","DP2",468.4596126
"1807","Particpant79","French","item07","DP1","DP1",403.520706
"1808","Particpant79","French","item08","DP1","DP2",866.2711164
"1809","Particpant79","French","item09","DP2","DP1",286.33719483
"1810","Particpant79","French","item10","DP2","DP2",385.9566678
"1811","Particpant79","French","item11","DP1","DP1",929.0286076
"1812","Particpant79","French","item12","DP1","DP2",930.2723064
"1813","Particpant79","French","item13","DP2","DP1",512.2423428
"1814","Particpant79","French","item14","DP2","DP2",391.1098392
"1815","Particpant79","French","item15","DP1","DP1",245.33350113
"1816","Particpant79","French","item16","DP1","DP2",218.38021413
"1817","Particpant79","French","item17","DP2","DP1",953.3883124
"1818","Particpant79","French","item18","DP2","DP2",402.5370796
"1819","Particpant79","French","item19","DP1","DP1",343.1490018
"1820","Particpant79","French","item20","DP1","DP2",648.5561272
"1821","Particpant79","French","item21","DP2","DP1",314.22421556
"1822","Particpant79","French","item22","DP2","DP2",441.3303708
"1823","Particpant79","French","item23","DP1","DP1",326.01062364
"1824","Particpant79","French","item24","DP1","DP2",525.4705656
"1825","Particpant80","French","item01","DP2","DP1",360.5564169
"1826","Particpant80","French","item02","DP2","DP2",263.69469726
"1827","Particpant80","French","item03","DP1","DP1",241.43679669
"1828","Particpant80","French","item04","DP1","DP2",385.0331526
"1829","Particpant80","French","item05","DP2","DP1",418.8642543
"1830","Particpant80","French","item06","DP2","DP2",200.15101293
"1831","Particpant80","French","item07","DP1","DP1",161.72722185
"1832","Particpant80","French","item08","DP1","DP2",269.46071952
"1833","Particpant80","French","item09","DP2","DP1",266.64054345
"1834","Particpant80","French","item10","DP2","DP2",201.89499045
"1835","Particpant80","French","item11","DP1","DP1",427.3321784
"1836","Particpant80","French","item12","DP1","DP2",327.53781656
"1837","Particpant80","French","item13","DP2","DP1",253.65296604
"1838","Particpant80","French","item14","DP2","DP2",263.07334668
"1839","Particpant80","French","item15","DP1","DP1",508.5149514
"1840","Particpant80","French","item16","DP1","DP2",405.608241
"1841","Particpant80","French","item17","DP2","DP1",128.74966296
"1842","Particpant80","French","item18","DP2","DP2",289.698641
"1843","Particpant80","French","item19","DP1","DP1",372.47876444
"1844","Particpant80","French","item20","DP1","DP2",253.95883428
"1845","Particpant80","French","item21","DP2","DP1",396.86394652
"1846","Particpant80","French","item22","DP2","DP2",198.316221
"1847","Particpant80","French","item23","DP1","DP1",177.40991452
"1848","Particpant80","French","item24","DP1","DP2",243.76250636
"1849","Particpant83","French","item01","DP1","DP2",484.7590983
"1850","Particpant83","French","item02","DP2","DP1",526.2027786
"1851","Particpant83","French","item03","DP2","DP2",402.8058048
"1852","Particpant83","French","item04","DP1","DP1",352.849044
"1853","Particpant83","French","item05","DP1","DP2",449.9488965
"1854","Particpant83","French","item06","DP2","DP1",574.0709973
"1855","Particpant83","French","item07","DP2","DP2",270.95023035
"1856","Particpant83","French","item08","DP1","DP1",463.3572837
"1857","Particpant83","French","item09","DP1","DP2",922.7619816
"1858","Particpant83","French","item10","DP2","DP1",413.3491476
"1859","Particpant83","French","item11","DP2","DP2",898.5356144
"1860","Particpant83","French","item12","DP1","DP1",461.9674668
"1861","Particpant83","French","item13","DP1","DP2",349.2565731
"1862","Particpant83","French","item14","DP2","DP1",240.41024808
"1863","Particpant83","French","item15","DP2","DP2",423.6043692
"1864","Particpant83","French","item16","DP1","DP1",392.8704618
"1865","Particpant83","French","item17","DP1","DP2",398.37817312
"1866","Particpant83","French","item18","DP2","DP1",442.8592456
"1867","Particpant83","French","item19","DP2","DP2",679.3451784
"1868","Particpant83","French","item20","DP1","DP1",780.2039716
"1869","Particpant83","French","item21","DP1","DP2",359.94665992
"1870","Particpant83","French","item22","DP2","DP1",807.6338764
"1871","Particpant83","French","item23","DP2","DP2",315.07304132
"1872","Particpant83","French","item24","DP1","DP1",383.216579
"1873","Particpant87","French","item01","DP2","DP2",233.93563344
"1874","Particpant87","French","item02","DP1","DP1",340.6748964
"1875","Particpant87","French","item03","DP1","DP2",149.28132852
"1876","Particpant87","French","item04","DP2","DP1",226.64651352
"1877","Particpant87","French","item05","DP2","DP2",285.68253198
"1878","Particpant87","French","item06","DP1","DP1",379.8259407
"1879","Particpant87","French","item07","DP1","DP2",318.7293402
"1880","Particpant87","French","item08","DP2","DP1",423.2283165
"1881","Particpant87","French","item09","DP2","DP2",257.26795068
"1882","Particpant87","French","item10","DP1","DP1",301.1455158
"1883","Particpant87","French","item11","DP1","DP2",401.8462984
"1884","Particpant87","French","item12","DP2","DP1",672.6369252
"1885","Particpant87","French","item13","DP2","DP2",344.6789406
"1886","Particpant87","French","item14","DP1","DP1",271.62819984
"1887","Particpant87","French","item15","DP1","DP2",192.0081225
"1888","Particpant87","French","item16","DP2","DP1",175.38409563
"1889","Particpant87","French","item17","DP2","DP2",364.6985984
"1890","Particpant87","French","item18","DP1","DP1",961.4506824
"1891","Particpant87","French","item19","DP1","DP2",431.3448656
"1892","Particpant87","French","item20","DP2","DP1",466.479114
"1893","Particpant87","French","item21","DP2","DP2",869.3217948
"1894","Particpant87","French","item22","DP1","DP1",495.2743828
"1895","Particpant87","French","item23","DP1","DP2",458.677568
"1896","Particpant87","French","item24","DP2","DP1",369.82079452
"1897","Particpant90","French","item01","DP1","DP1",387.9397014
"1898","Particpant90","French","item02","DP1","DP2",352.9650048
"1899","Particpant90","French","item03","DP2","DP1",256.66083186
"1900","Particpant90","French","item04","DP2","DP2",278.6033679
"1901","Particpant90","French","item05","DP1","DP1",490.6837698
"1902","Particpant90","French","item06","DP1","DP2",245.34121617
"1903","Particpant90","French","item07","DP2","DP1",317.6632254
"1904","Particpant90","French","item08","DP2","DP2",273.66642372
"1905","Particpant90","French","item09","DP1","DP1",356.0318943
"1906","Particpant90","French","item10","DP1","DP2",324.2972583
"1907","Particpant90","French","item11","DP2","DP1",313.10561244
"1908","Particpant90","French","item12","DP2","DP2",377.05369064
"1909","Particpant90","French","item13","DP1","DP1",500.9182215
"1910","Particpant90","French","item14","DP1","DP2",256.88382138
"1911","Particpant90","French","item15","DP2","DP1",337.9536933
"1912","Particpant90","French","item16","DP2","DP2",252.91865328
"1913","Particpant90","French","item17","DP1","DP1",466.521888
"1914","Particpant90","French","item18","DP1","DP2",396.51069484
"1915","Particpant90","French","item19","DP2","DP1",301.90978596
"1916","Particpant90","French","item20","DP2","DP2",261.87252704
"1917","Particpant90","French","item21","DP1","DP1",412.6509708
"1918","Particpant90","French","item22","DP1","DP2",494.2729484
"1919","Particpant90","French","item23","DP2","DP1",596.5772652
"1920","Particpant90","French","item24","DP2","DP2",381.39563252
"1921","Particpant91","French","item01","DP2","DP1",251.21253435
"1922","Particpant91","French","item02","DP2","DP2",183.15364374
"1923","Particpant91","French","item03","DP1","DP1",527.4874284
"1924","Particpant91","French","item04","DP1","DP2",225.40227291
"1925","Particpant91","French","item05","DP2","DP1",700.6095246
"1926","Particpant91","French","item06","DP2","DP2",296.5897545
"1927","Particpant91","French","item07","DP1","DP1",430.3457265
"1928","Particpant91","French","item08","DP1","DP2",500.9234196
"1929","Particpant91","French","item09","DP2","DP1",517.2291384
"1930","Particpant91","French","item10","DP2","DP2",196.2673788
"1931","Particpant91","French","item11","DP1","DP1",394.45505296
"1932","Particpant91","French","item12","DP1","DP2",300.39857012
"1933","Particpant91","French","item13","DP2","DP1",216.30641379
"1934","Particpant91","French","item14","DP2","DP2",245.74553037
"1935","Particpant91","French","item15","DP1","DP1",216.375
"1936","Particpant91","French","item16","DP1","DP2",282.63986769
"1937","Particpant91","French","item17","DP2","DP1",464.7725288
"1938","Particpant91","French","item18","DP2","DP2",250.49899436
"1939","Particpant91","French","item19","DP1","DP1",316.55949116
"1940","Particpant91","French","item20","DP1","DP2",391.63111816
"1941","Particpant91","French","item21","DP2","DP1",394.17027228
"1942","Particpant91","French","item22","DP2","DP2",268.26261368
"1943","Particpant91","French","item23","DP1","DP1",240.30285536
"1944","Particpant91","French","item24","DP1","DP2",652.7905212
"1945","Particpant92","French","item01","DP2","DP2",411.8661963
"1946","Particpant92","French","item02","DP1","DP1",342.6757836
"1947","Particpant92","French","item03","DP1","DP2",267.72851496
"1948","Particpant92","French","item04","DP2","DP1",537.7906935
"1949","Particpant92","French","item05","DP2","DP2",407.9159046
"1950","Particpant92","French","item06","DP1","DP1",394.9770264
"1951","Particpant92","French","item07","DP1","DP2",251.91892509
"1952","Particpant92","French","item08","DP2","DP1",363.0949887
"1953","Particpant92","French","item09","DP2","DP2",349.2841722
"1954","Particpant92","French","item10","DP1","DP1",364.0709781
"1955","Particpant92","French","item11","DP1","DP2",488.5049656
"1956","Particpant92","French","item12","DP2","DP1",504.26343
"1957","Particpant92","French","item13","DP2","DP2",128.33981559
"1958","Particpant92","French","item14","DP1","DP1",304.720539
"1959","Particpant92","French","item15","DP1","DP2",250.5731238
"1960","Particpant92","French","item16","DP2","DP1",393.2174424
"1961","Particpant92","French","item17","DP2","DP2",323.21184436
"1962","Particpant92","French","item18","DP1","DP1",482.1360928
"1963","Particpant92","French","item19","DP1","DP2",842.6993308
"1964","Particpant92","French","item20","DP2","DP1",294.09373532
"1965","Particpant92","French","item21","DP2","DP2",486.7833876
"1966","Particpant92","French","item22","DP1","DP1",284.61793132
"1967","Particpant92","French","item23","DP1","DP2",466.7113376
"1968","Particpant92","French","item24","DP2","DP1",610.6732308
"1969","Particpant93","French","item01","DP1","DP2",318.6590349
"1970","Particpant93","French","item02","DP2","DP1",322.5048894
"1971","Particpant93","French","item03","DP2","DP2",271.68271704
"1972","Particpant93","French","item04","DP1","DP1",496.598475
"1973","Particpant93","French","item05","DP1","DP2",253.98016716
"1974","Particpant93","French","item06","DP2","DP1",290.65038969
"1975","Particpant93","French","item07","DP2","DP2",261.29167722
"1976","Particpant93","French","item08","DP1","DP1",438.2430915
"1977","Particpant93","French","item09","DP1","DP2",233.92899345
"1978","Particpant93","French","item10","DP2","DP1",153.73681158
"1979","Particpant93","French","item11","DP2","DP2",445.2982512
"1980","Particpant93","French","item12","DP1","DP1",321.08859376
"1981","Particpant93","French","item13","DP1","DP2",235.38542964
"1982","Particpant93","French","item14","DP2","DP1",533.2277382
"1983","Particpant93","French","item15","DP2","DP2",182.85871158
"1984","Particpant93","French","item16","DP1","DP1",404.7294834
"1985","Particpant93","French","item17","DP1","DP2",273.37768756
"1986","Particpant93","French","item18","DP2","DP1",233.00000012
"1987","Particpant93","French","item19","DP2","DP2",181.67374492
"1988","Particpant93","French","item20","DP1","DP1",206.55362936
"1989","Particpant93","French","item21","DP1","DP2",180.4447154
"1990","Particpant93","French","item22","DP2","DP1",364.47376648
"1991","Particpant93","French","item23","DP2","DP2",253.22964112
"1992","Particpant93","French","item24","DP1","DP1",469.4836576
"1993","Particpant99","French","item01","DP1","DP1",509.7730365
"1994","Particpant99","French","item02","DP1","DP2",542.7384939
"1995","Particpant99","French","item03","DP2","DP1",330.6783243
"1996","Particpant99","French","item04","DP2","DP2",564.6108645
"1997","Particpant99","French","item05","DP1","DP1",348.9775119
"1998","Particpant99","French","item06","DP1","DP2",264.05050959
"1999","Particpant99","French","item07","DP2","DP1",506.3559267
"2000","Particpant99","French","item08","DP2","DP2",301.2827997
"2001","Particpant99","French","item09","DP1","DP1",242.49366726
"2002","Particpant99","French","item10","DP1","DP2",386.1153051
"2003","Particpant99","French","item11","DP2","DP1",593.6701228
"2004","Particpant99","French","item12","DP2","DP2",594.3277348
"2005","Particpant99","French","item13","DP1","DP1",344.047008
"2006","Particpant99","French","item14","DP1","DP2",245.38592967
"2007","Particpant99","French","item15","DP2","DP1",325.3141836
"2008","Particpant99","French","item16","DP2","DP2",247.61668689
"2009","Particpant99","French","item17","DP1","DP1",456.9589168
"2010","Particpant99","French","item18","DP1","DP2",390.89987608
"2011","Particpant99","French","item19","DP2","DP1",516.0609796
"2012","Particpant99","French","item20","DP2","DP2",362.91043288
"2013","Particpant99","French","item21","DP1","DP1",399.94950248
"2014","Particpant99","French","item22","DP1","DP2",670.2710192
"2015","Particpant99","French","item23","DP2","DP1",802.4741232
"2016","Particpant99","French","item24","DP2","DP2",274.9586186
"2017","Particpant 453","Persian","item01","DP1","DP2",354.059106
"2018","Particpant 453","Persian","item02","DP2","DP1",363.2653641
"2019","Particpant 453","Persian","item03","DP2","DP2",289.89330645
"2020","Particpant 453","Persian","item04","DP1","DP1",323.2704585
"2021","Particpant 453","Persian","item05","DP1","DP2",520.0274793
"2022","Particpant 453","Persian","item06","DP2","DP1",463.6710018
"2023","Particpant 453","Persian","item07","DP2","DP2",220.85657904
"2024","Particpant 453","Persian","item08","DP1","DP1",513.6034155
"2025","Particpant 453","Persian","item09","DP1","DP2",532.8602934
"2026","Particpant 453","Persian","item10","DP2","DP1",351.7286763
"2027","Particpant 453","Persian","item11","DP2","DP2",664.033236
"2028","Particpant 453","Persian","item12","DP1","DP1",492.0848364
"2029","Particpant 453","Persian","item13","DP1","DP2",214.81291929
"2030","Particpant 453","Persian","item14","DP2","DP1",248.43627918
"2031","Particpant 453","Persian","item15","DP2","DP2",285.91861734
"2032","Particpant 453","Persian","item16","DP1","DP1",675.2248992
"2033","Particpant 453","Persian","item17","DP1","DP2",695.3162764
"2034","Particpant 453","Persian","item18","DP2","DP1",1300.2144552
"2035","Particpant 453","Persian","item19","DP2","DP2",454.5391048
"2036","Particpant 453","Persian","item20","DP1","DP1",379.39720244
"2037","Particpant 453","Persian","item21","DP1","DP2",518.9673124
"2038","Particpant 453","Persian","item22","DP2","DP1",337.71725692
"2039","Particpant 453","Persian","item23","DP2","DP2",493.223778
"2040","Particpant 453","Persian","item24","DP1","DP1",360.95073168
"2041","Particpant 455","Persian","item01","DP2","DP1",426.2059293
"2042","Particpant 455","Persian","item02","DP2","DP2",715.2075912
"2043","Particpant 455","Persian","item03","DP1","DP1",576.4265358
"2044","Particpant 455","Persian","item04","DP1","DP2",833.4019284
"2045","Particpant 455","Persian","item05","DP2","DP1",302.0461287
"2046","Particpant 455","Persian","item06","DP2","DP2",301.3363647
"2047","Particpant 455","Persian","item07","DP1","DP1",500.014566
"2048","Particpant 455","Persian","item08","DP1","DP2",586.7610099
"2049","Particpant 455","Persian","item09","DP2","DP1",560.9422227
"2050","Particpant 455","Persian","item10","DP2","DP2",456.612156
"2051","Particpant 455","Persian","item11","DP1","DP1",465.6463556
"2052","Particpant 455","Persian","item12","DP1","DP2",988.1214464
"2053","Particpant 455","Persian","item13","DP2","DP1",295.98152673
"2054","Particpant 455","Persian","item14","DP2","DP2",480.3751551
"2055","Particpant 455","Persian","item15","DP1","DP1",319.484955
"2056","Particpant 455","Persian","item16","DP1","DP2",728.4045768
"2057","Particpant 455","Persian","item17","DP2","DP1",526.3346412
"2058","Particpant 455","Persian","item18","DP2","DP2",1316.1953532
"2059","Particpant 455","Persian","item19","DP1","DP1",754.1652564
"2060","Particpant 455","Persian","item20","DP1","DP2",624.474298
"2061","Particpant 455","Persian","item21","DP2","DP1",507.6662888
"2062","Particpant 455","Persian","item22","DP2","DP2",508.8261676
"2063","Particpant 455","Persian","item23","DP1","DP1",339.17518724
"2064","Particpant 455","Persian","item24","DP1","DP2",734.264352
"2065","Particpant 456","Persian","item01","DP2","DP2",427.7970855
"2066","Particpant 456","Persian","item02","DP1","DP1",1129.3108797
"2067","Particpant 456","Persian","item03","DP1","DP2",232.04206671
"2068","Particpant 456","Persian","item04","DP2","DP1",315.2598267
"2069","Particpant 456","Persian","item05","DP2","DP2",218.30194956
"2070","Particpant 456","Persian","item06","DP1","DP1",850.4404584
"2071","Particpant 456","Persian","item07","DP1","DP2",741.5408121
"2072","Particpant 456","Persian","item08","DP2","DP1",503.2049031
"2073","Particpant 456","Persian","item09","DP2","DP2",803.9724981
"2074","Particpant 456","Persian","item10","DP1","DP1",438.9004521
"2075","Particpant 456","Persian","item11","DP1","DP2",783.6875064
"2076","Particpant 456","Persian","item12","DP2","DP1",381.48609716
"2077","Particpant 456","Persian","item13","DP2","DP2",585.7750275
"2078","Particpant 456","Persian","item14","DP1","DP1",561.6732387
"2079","Particpant 456","Persian","item15","DP1","DP2",420.5381595
"2080","Particpant 456","Persian","item16","DP2","DP1",443.7784383
"2081","Particpant 456","Persian","item17","DP2","DP2",392.36691924
"2082","Particpant 456","Persian","item18","DP1","DP1",695.1366744
"2083","Particpant 456","Persian","item19","DP1","DP2",1047.8248236
"2084","Particpant 456","Persian","item20","DP2","DP1",524.5750944
"2085","Particpant 456","Persian","item21","DP2","DP2",990.1202976
"2086","Particpant 456","Persian","item22","DP1","DP1",590.2327384
"2087","Particpant 456","Persian","item23","DP1","DP2",1059.163306
"2088","Particpant 456","Persian","item24","DP2","DP1",402.3525676
"2089","Particpant176","Persian","item01","DP1","DP2",334.2476721
"2090","Particpant176","Persian","item02","DP2","DP1",425.5418856
"2091","Particpant176","Persian","item03","DP2","DP2",550.8509727
"2092","Particpant176","Persian","item04","DP1","DP1",379.4822691
